"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 4","W4Efsd 5","W4Efsd 6","lcr4fd href","Cw1rxd 2","R8c4Qb 2","e4rVHe"
"https://www.google.com/maps/place/Praktek+Psikolog+Maheswari%E2%80%9979/data=!4m7!3m6!1s0x31fe1f7d593cbded:0x938e46b41efdf100!8m2!3d0.0426314!4d111.4697586!16s%2Fg%2F11hztf5g0z!19sChIJ7b08WX0f_jERAPH9HrRGjpM?authuser=0&hl=id&rclk=1","Praktek Psikolog Maheswari’79","5,0","(6)","Psikolog","·","Jl. Lintas Kalimantan Poros Tengah","0813-4572-0531","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super rekomen, terimakasih Praktk","Buka","· Tutup pukul 20.00","·","","","",""
"https://www.google.com/maps/place/Praktik+Mandiri+Psikolog+Klinis+Windarti+Aji/data=!4m7!3m6!1s0x2e08ef002f8a0183:0x58b620623eeb9b78!8m2!3d-2.7027297!4d111.634503!16s%2Fg%2F11ynvs2s47!19sChIJgwGKLwDvCC4ReJvrPmIgtlg?authuser=0&hl=id&rclk=1","Praktik Mandiri Psikolog Klinis Windarti Aji","5,0","(5)","Psikolog","·","7JWP+R2W, Jl. Cilik Riwut III","0857-5237-7141","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan sangat bagus dan saya sangat nyaman untuk berkonsultasi""","Buka","· Tutup pukul 20.00","·","https://www.instagram.com/ajiwindarti?igsh=MXI2cGllYXFwaDJxNA==","","Rute",""
"https://www.google.com/maps/place/Yayasan+Psikologi+Clarinta,+Klinik+Psikologi+Anak+dan+Keluarga+%28ABK%29/data=!4m7!3m6!1s0x2df147a47b6be1bd:0xac3efb067b4f3aca!8m2!3d-1.2216505!4d116.8428112!16s%2Fg%2F11fcmvnsxy!19sChIJveFre6RH8S0RyjpPewb7Pqw?authuser=0&hl=id&rclk=1","Yayasan Psikologi Clarinta, Klinik Psikologi Anak dan Keluarga (ABK)","4,3","(6)","Psikolog","·","Pondok Anggun Kencana No.86, RT.09","0813-4739-8169","","Rute","","","Tutup","· Buka Sen pukul 08.00","·","","","",""
"https://www.google.com/maps/place/praktek+psikolog+Danti+Pratiwi+M.Si,+M.Psi,+Psikolog/data=!4m7!3m6!1s0x2de5690056555493:0x10e1e40eb8ed6f33!8m2!3d-2.5662885!4d115.4002273!16s%2Fg%2F11ymzxc_md!19sChIJk1RVVgBp5S0RM2_tuA7k4RA?authuser=0&hl=id&rclk=1","praktek psikolog Danti Pratiwi M.Si, M.Psi, Psikolog","5,0","(1)","Psikoterapis","·","Jalan Raya Merdeka No.05, RT.014/RW.003","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya di Belakang Toko Belanja Fresh""","","","","","","",""
"https://www.google.com/maps/place/Praktek+Psikolog+%28Konsultasi+Psikologi%29+psikotes,+Konseling,+tes+kepribadian,+dll/data=!4m7!3m6!1s0x2de43d77603f016f:0x1afd2e0df115b7df!8m2!3d-3.2333103!4d114.6136287!16s%2Fg%2F11k7w3xs26!19sChIJbwE_YHc95C0R37cV8Q0u_Ro?authuser=0&hl=id&rclk=1","Praktek Psikolog (Konsultasi Psikologi) psikotes, Konseling, tes kepribadian, dll","4,3","(16)","Psikolog","·","Blok C No.86","0853-4711-1747","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan bagus,dab ramah,rekomedasi bangat""","Buka","· Tutup pukul 20.00","·","","","",""
"https://www.google.com/maps/place/DOM+POTENSIAL+PSIKOLOGI+%26+TERAPI/data=!4m7!3m6!1s0x2dfcb34e4f7ae433:0xa731b3a2b5f887d2!8m2!3d-2.2205075!4d113.9133525!16s%2Fg%2F11x92w8tx0!19sChIJM-R6T06z_C0R0of4taKzMac?authuser=0&hl=id&rclk=1","DOM POTENSIAL PSIKOLOGI & TERAPI","5,0","(3)","Pusat Kesehatan Anak","·","Jl. Raden Saleh I No.7A","0813-5274-5845","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat Terapi yang bagus dan berkualitas di Palangka Raya""","Tutup","· Buka Sen pukul 09.00","·","","","",""
"https://www.google.com/maps/place/Klinik+Psikologi+KAPITA/data=!4m7!3m6!1s0x2de426b700000001:0x3301aed3c8bc2f29!8m2!3d-3.3245651!4d114.6244532!16s%2Fg%2F11qplz3p63!19sChIJAQAAALcm5C0RKS-8yNOuATM?authuser=0&hl=id&rclk=1","Klinik Psikologi KAPITA","4,5","(17)","Psikolog","·","Klinik Millennnia, Jl. Pramuka No.34 Lt.2","0877-1757-2872","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belum ada cctv yang bisa dipake untuk mengawasi anak didalam kelas.""","Tutup","· Buka Sen pukul 09.00","·","https://www.instagram.com/kapitapsikobjm","","Rute",""
"https://www.google.com/maps/place/Konsultan+Psikologi:+SYNERGY+CONSULTANT+INDONESIA+%28SCI%29/data=!4m7!3m6!1s0x2de68111b81368e1:0x68a7bd4c075aff19!8m2!3d-3.4552415!4d114.844624!16s%2Fg%2F11f5q80bb_!19sChIJ4WgTuBGB5i0RGf9aB0y9p2g?authuser=0&hl=id&rclk=1","Konsultan Psikologi: SYNERGY CONSULTANT INDONESIA (SCI)","4,9","(24)","Psikolog","·","·","0813-5113-9523","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Boleh minta no WA yg bisa dihubungi""","Buka","· Tutup pukul 21.00","bengkel wira, Banjarbaru: Komplek Cahaya Ratu Elok Jl. Sanggiringan.52 Banjarmasin: Komplek Green Residence.39 Jl. Banjar Indah Jalan A. Yani KM 5,7 Kotabaru:, Jl. Raya stagen No.km.7","","","",""
"https://www.google.com/maps/place/YOUNG+GENERATION+CENTER+%28+Layanan+Psikologi+dan+Terapi+Tumbuh+Kembang+Anak%29/data=!4m7!3m6!1s0x2df1470020c33455:0xc06a48408e2eaf3e!8m2!3d-1.2386935!4d116.8526348!16s%2Fg%2F11ym2vbjq2!19sChIJVTTDIABH8S0RPq8ujkBIasA?authuser=0&hl=id&rclk=1","YOUNG GENERATION CENTER ( Layanan Psikologi dan Terapi Tumbuh Kembang Anak)","4,9","(16)","Psikolog Anak","·","QV63+G3C, Jl. DI. Panjaitan","0851-3888-2995","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terapis ramah,sabar,pelayanan bagus.""","Tutup","· Buka Sen pukul 09.00","·","https://www.instagram.com/younggeneration.center?igsh=MW16cWc3bGlpbTRzdQ==","","Rute",""
"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+Nizamuddin+Kamil+Biro+Mind+Harmony+Banjarmasin/data=!4m7!3m6!1s0x2de421bb50b0a5cb:0x96484f22e263b616!8m2!3d-3.3437459!4d114.6105427!16s%2Fg%2F11xtmtx887!19sChIJy6WwULsh5C0RFrZj4iJPSJY?authuser=0&hl=id&rclk=1","Praktik Psikolog Klinis Nizamuddin Kamil Biro Mind Harmony Banjarmasin","5,0","(141)","Psikolog","·","Jl. Prona 1, Komp. Bumi Raya Permai II Jl. Ray 2 No.43","0897-1170-559","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""jarak rumah dgn","","","","https://mindharmonyindonesia.com/","","Rute",""
"https://www.google.com/maps/place/Praktek+Psikolog+Indonesia+Banjarmasin/data=!4m7!3m6!1s0x2de4231257ee1a9b:0x270662624fdfbf06!8m2!3d-3.2907333!4d114.5896781!16s%2Fg%2F11y2msdkc1!19sChIJmxruVxIj5C0RBr_fT2JiBic?authuser=0&hl=id&rclk=1","Praktek Psikolog Indonesia Banjarmasin","","","Psikolog","·","Apotek Sinar Amandit Farma, Jl. Brigjend H. Hasan Basri No.46, RT.41","0878-8718-4585","","Situs Web","","","Buka","· Tutup pukul 21.00","·","https://praktekpsikolog.com/","","Rute","Tidak ada ulasan"
"https://www.google.com/maps/place/Yayasan+Psikologi+Clarinta/data=!4m7!3m6!1s0x2df14956057b3557:0x31dcd515057174aa!8m2!3d-1.2216657!4d116.8426905!16s%2Fg%2F11nmrg8jwc!19sChIJVzV7BVZJ8S0RqnRxBRXV3DE?authuser=0&hl=id&rclk=1","Yayasan Psikologi Clarinta","5,0","(2)","Psikolog","·","belakang pool bis pulau indah, Pondok Anggun Kencana No.KM 3, RT.19/RW.no.86","0813-4739-8169","","Rute","","","Tutup","· Buka Sen pukul 08.00","·","","","",""
"https://www.google.com/maps/place/PRAKTEK+PSIKOLOG+MANDIRI+DWI+SURYA+PURWANTI/data=!4m7!3m6!1s0x2e1d59d430a20cd1:0x5fd964a637263797!8m2!3d-0.0448994!4d109.3169195!16s%2Fg%2F11mp1w8ncr!19sChIJ0QyiMNRZHS4RlzcmN6Zk2V8?authuser=0&hl=id&rclk=1","PRAKTEK PSIKOLOG MANDIRI DWI SURYA PURWANTI","4,9","(137)","Psikolog","·","Alfamart, Jl. Dr. Sutomo samping No.72 - 73","0852-4662-8481","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Aku yg awalnya pemalu dan bingung sekarang mulai percaya diri.""","Tutup","· Buka Sen pukul 09.00","·","http://dwisuryapurwanti.wordpress.com/","","Rute",""
"https://www.google.com/maps/place/Klinik+Tumbuh+Kembang+Natalie+%28+dr+Arieta.+R+Kawengian,+Sp.A%29/data=!4m7!3m6!1s0x2dfcb29525403ebd:0x8e16f9feefd92e70!8m2!3d-2.222899!4d113.9217759!16s%2Fg%2F11dxqg00t3!19sChIJvT5AJZWy_C0RcC7Z7_75Fo4?authuser=0&hl=id&rclk=1","Klinik Tumbuh Kembang Natalie ( dr Arieta. R Kawengian, Sp.A)","3,9","(88)","Dokter Anak","·","Jl. Nyai Undang No.5b","0821-5374-8090","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya ramah, dokternya kominkatif, customer service fast respon""","Tutup","· Buka Sen pukul 08.00","·","http://kliniknatalie.blogspot.co.id/?m=0","","Rute",""
"https://www.google.com/maps/place/Dr.+H.+Asyikin+Noor,+Sp.KJ+M.AP/data=!4m7!3m6!1s0x2de423bf1ab9f21b:0x130075b34c6628c5!8m2!3d-3.3106887!4d114.5918097!16s%2Fg%2F11b73zppsz!19sChIJG_K5Gr8j5C0RxShmTLN1ABM?authuser=0&hl=id&rclk=1","Dr. H. Asyikin Noor, Sp.KJ M.AP","2,7","(51)","Psikiater","·","Jl. Sulawesi No.15B, RT.020/RW.001","(0511) 4364773","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dokter senior
Memberi terapi yg sesuai
Terimakasih dok""","Tutup","· Buka pukul 14.00","·","","","",""
"https://www.google.com/maps/place/Layanan+Resmi+Psikologi+Sim/data=!4m7!3m6!1s0x2e08ef932a9fe83b:0xcd0f4429ee66af24!8m2!3d-2.7192581!4d111.642101!16s%2Fg%2F11y4t36fsp!19sChIJO-ifKpPvCC4RJK9m7ilED80?authuser=0&hl=id&rclk=1","Layanan Resmi Psikologi Sim","","","Klinik Medis","·","7JJR+7RX, Jl. HM. Rafi'i Ruko","","","Rute","","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/dr.+SENIRIATY/data=!4m7!3m6!1s0x2dfc9b6ba420a53d:0x9fc4869faa33b76c!8m2!3d-1.8767439!4d113.9536532!16s%2Fg%2F11rn0pbd6z!19sChIJPaUgpGub_C0RbLczqp-GxJ8?authuser=0&hl=id&rclk=1","dr. SENIRIATY","","","Rumah Sakit Jiwa","·","Jl. Palangka Raya - Kuala Kurun No.km 17","0812-5189-8888","","Rute","","","Buka 24 jam","","·","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Tumbuh+Psikologi+%28Praktik+Mandiri+Psikolog+Klinis+Rizky+Amalia+Jannati,+M.Psi.,+Psikolog%29/data=!4m7!3m6!1s0x2de421204ab50753:0x47d1002a6a463e12!8m2!3d-3.3342477!4d114.5765978!16s%2Fg%2F11j9gq57rn!19sChIJUwe1SiAh5C0REj5GaioA0Uc?authuser=0&hl=id&rclk=1","Tumbuh Psikologi (Praktik Mandiri Psikolog Klinis Rizky Amalia Jannati, M.Psi., Psikolog)","4,0","(4)","Psikolog","·","Gg. Ampera I","0813-4888-1014","","Rute","","","Tutup","· Buka Sen pukul 16.30","·","","","",""
"https://www.google.com/maps/place/Klinik+Psikologi+SMART/data=!4m7!3m6!1s0x2de421ceb6069da3:0x8645a17cd135b568!8m2!3d-3.3443181!4d114.6091014!16s%2Fg%2F11wqs9p0wg!19sChIJo50Gts4h5C0RaLU10XyhRYY?authuser=0&hl=id&rclk=1","Klinik Psikologi SMART","4,8","(9)","Psikolog","·","JL Bumi Jl. Handayani XI No.32","0851-9031-2283","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Psikolognya excellent service.""","Tutup","· Buka Sen pukul 08.00","·","","","",""
"https://www.google.com/maps/place/Psikologi+Sim+Cabang+Kapuas/data=!4m7!3m6!1s0x2de46f69ac3a1bbb:0x8adf2604bdfd58c3!8m2!3d-2.9795045!4d114.4029849!16s%2Fg%2F11y43643f9!19sChIJuxs6rGlv5C0Rw1j9vQQm34o?authuser=0&hl=id&rclk=1","Psikologi Sim Cabang Kapuas","1,0","(1)","Klinik Medis","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Teduh+Psychology/data=!4m7!3m6!1s0x2dfcb320a911f271:0x8af812c989e81e8e!8m2!3d-2.223093!4d113.9249973!16s%2Fg%2F11rmsb2mlj!19sChIJcfIRqSCz_C0Rjh7oickS-Io?authuser=0&hl=id&rclk=1","Teduh Psychology","","","Psikolog","·","Wisma Sidomoro, Jl. Nyai Undang No.18","0821-1770-0909","","Rute","","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/RS+Kalawa+Atei/data=!4m7!3m6!1s0x2dfca5352b658d39:0x4c51b458d65c5eef!8m2!3d-2.0907226!4d113.9521801!16s%2Fg%2F11b7yps2v3!19sChIJOY1lKzWl_C0R715c1li0UUw?authuser=0&hl=id&rclk=1","RS Kalawa Atei","4,8","(311)","Rumah Sakit Jiwa","·","·","0811-521-799","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perawat dan dokternya ramah-ramah, pelayanannya baik""","Tutup","· Buka Sen pukul 08.00","Jl. Palangka Raya - Kuala Kurun","https://rsj-kalawaatei.kalteng.go.id/","","Rute",""
"https://www.google.com/maps/place/Malaikat+Senja+Resort/data=!4m7!3m6!1s0x2de56edfbcec0ab5:0xa53a2bacc59ea2b2!8m2!3d-2.6001223!4d115.4287827!16s%2Fg%2F11dxdjnzrp!19sChIJtQrsvN9u5S0RsqKexawrOqU?authuser=0&hl=id&rclk=1","Malaikat Senja Resort","4,5","(2)","Psikolog","·","·","0822-7137-1569","","Rute","","","Tutup","· Buka Sen pukul 09.00","Jl Penas Tani 4, RT.05/RW.02","","","",""
"https://www.google.com/maps/place/Griya+Terapi+Ummu+Thalhah/data=!4m7!3m6!1s0x2de29500109cde37:0xca02e57b26245d4d!8m2!3d-2.5651746!4d112.9575262!16s%2Fg%2F11vxcmy_9r!19sChIJN96cEACV4i0RTV0kJnvlAso?authuser=0&hl=id&rclk=1","Griya Terapi Ummu Thalhah","5,0","(2)","Psikoterapis","·","CXM4+PXM","0895-0958-2310","","Situs Web","","","Buka 24 jam","","·","https://www.instagram.com/griyaterapi.sampit?igsh=ZmVjOWxyY3VrM283","","Rute",""
"https://www.google.com/maps/place/Praktik+Mandiri+Psikolog+Klinis+Siti+Saniah/data=!4m7!3m6!1s0x2de683000ecc2751:0x837ec50121be77b9!8m2!3d-3.4654831!4d114.7846952!16s%2Fg%2F11vrr3qmc_!19sChIJUSfMDgCD5i0RuXe-IQHFfoM?authuser=0&hl=id&rclk=1","Praktik Mandiri Psikolog Klinis Siti Saniah","4,8","(18)","Psikolog","·","Komp, Jl. Komp. Benawa Raya Jl. Arafah No.32","0822-5676-4818","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak, pelayanannya juga oke banget.""","Tutup","· Buka Sen pukul 17.00","·","","","",""
"https://www.google.com/maps/place/Laksmi+Andhiyani+Psychology+Consultant+%26+People+Development/data=!4m7!3m6!1s0x2dfab3fcf2bc8ef5:0xe71b5bc8975aca3f!8m2!3d-2.1753913!4d115.4161795!16s%2Fg%2F11qg95xdpw!19sChIJ9Y688vyz-i0RP8pal8hbG-c?authuser=0&hl=id&rclk=1","Laksmi Andhiyani Psychology Consultant & People Development","","","Psikolog","·","Komplek Citra Hutama (Belakang Ruko Optik Muslim) Jl. Kenanga Blok E No 10","0811-5045-000","","Situs Web","","","","","","https://linktr.ee/LaksmiAndhiyaniPCPD","","Rute","Tidak ada ulasan"
"https://www.google.com/maps/place/Biro+Sagraha+Psikologi+Hulu+Sungai+Utara/data=!4m7!3m6!1s0x2de539f35adfa30f:0x99f4bbdb3671c026!8m2!3d-2.4246284!4d115.2554118!16s%2Fg%2F11t0wl0mj3!19sChIJD6PfWvM55S0RJsBxNtu79Jk?authuser=0&hl=id&rclk=1","Biro Sagraha Psikologi Hulu Sungai Utara","","","Psikolog","·","Jl. KH. Ahmad Dahlan No.86, RT.4","0812-5895-2126","","Rute","","","Tutup","· Buka Sen pukul 09.00","·","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Praktik+Psikolog+Klinis+Asy-Syifa/data=!4m7!3m6!1s0x2de539f6c2c84c01:0x74506a50b6fdd423!8m2!3d-2.4258572!4d115.2527846!16s%2Fg%2F11yfv24x6j!19sChIJAUzIwvY55S0RI9T9tlBqUHQ?authuser=0&hl=id&rclk=1","Praktik Psikolog Klinis Asy-Syifa","5,0","(2)","Psikolog","·","Jl Abdul Muthalib No.61, RT.09","0821-5055-4418","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap dan Rekomended""","Tutup","· Buka Sen pukul 19.00","·","","","",""
"https://www.google.com/maps/place/Tes+Kesehatan+dan+Psikotes+SIM/data=!4m7!3m6!1s0x2dfcb300085361e5:0x67eac2a72ced37d3!8m2!3d-2.1869098!4d113.8966966!16s%2Fg%2F11zcmy1clt!19sChIJ5WFTCACz_C0R0zftLKfC6mc?authuser=0&hl=id&rclk=1","Tes Kesehatan dan Psikotes SIM","","","Klinik Kesehatan Mental","·","RV7W+5P7","","","Rute","","","","","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Praktik+Mandiri+Psikolog+Klinis+Ade+Ayu/data=!4m7!3m6!1s0x2de68116059cc659:0xa8a1a8a8835e356f!8m2!3d-3.4300724!4d114.8150465!16s%2Fg%2F11lf765hwq!19sChIJWcacBRaB5i0RbzVeg6iooag?authuser=0&hl=id&rclk=1","Praktik Mandiri Psikolog Klinis Ade Ayu","5,0","(28)","Psikolog","·","Jl. Bougenville No.9","0899-9484-739","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nyaman, bercerita dengan nyamaan dan plong pokok nya the best😍""","Tutup","· Buka Sen pukul 08.00","·","","","",""
"https://www.google.com/maps/place/Yayasan+Taman+Mutiara+Indonesia/data=!4m7!3m6!1s0x2de539d358921c1b:0xee6267e8087aa3da!8m2!3d-2.4147987!4d115.2515389!16s%2Fg%2F11hdqhp7ys!19sChIJGxySWNM55S0R2qN6COhnYu4?authuser=0&hl=id&rclk=1","Yayasan Taman Mutiara Indonesia","5,0","(1)","Psikoterapis","·","Jl. Candi Agung No.I/16","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Psikologi+SIM+Kapuas/data=!4m7!3m6!1s0x2de46f000671bfa9:0xc7073ffb1cfc3260!8m2!3d-2.9794369!4d114.4029099!16s%2Fg%2F11xs9tqqph!19sChIJqb9xBgBv5C0RYDL8HPs_B8c?authuser=0&hl=id&rclk=1","Psikologi SIM Kapuas","","","Psikoterapis","·","Jl. Pemuda KM.2,5 No.110","","","Rute","","","Tutup","· Buka Sen pukul 07.00","","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Parenting,+Leadership,+Psycology/data=!4m7!3m6!1s0x2dfcb34b420d15cf:0x30f4cda66cd91b24!8m2!3d-2.2349137!4d113.9041351!16s%2Fg%2F11pxsbcsjh!19sChIJzxUNQkuz_C0RJBvZbKbN9DA?authuser=0&hl=id&rclk=1","Parenting, Leadership, Psycology","","","Psikoterapis","·","Griya Menteng, Jl. Menteng XII Jl. Embang Kav.11","0821-4800-9057","","Rute","","","Tutup","· Buka Sen pukul 06.00","·","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Biro+Psikologi+Anak+%26+Remaja/data=!4m7!3m6!1s0x31fd8fde142b4c63:0xe4b7eec7671b0e8d!8m2!3d0.1242505!4d110.6040254!16s%2Fg%2F11kz1vrcl_!19sChIJY0wrFN6P_TERjQ4bZ8fut-Q?authuser=0&hl=id&rclk=1","Biro Psikologi Anak & Remaja","5,0","(59)","Psikolog Anak","","·","0812-3470-7273","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya sangat bagus dan membantu.""","Tutup","· Buka Sen pukul 08.00","","http://www.mahkotatirtarum.co.id/","","Rute",""
"https://www.google.com/maps/place/Biro+psikologi+Divergen/data=!4m7!3m6!1s0x2def2f0044fc0b85:0x6e110664a663a05c!8m2!3d-3.2406181!4d116.2313119!16s%2Fg%2F11ydk7qydc!19sChIJhQv8RAAv7y0RXKBjpmQGEW4?authuser=0&hl=id&rclk=1","Biro psikologi Divergen","5,0","(1)","Klinik Medis","·","Q65J+QG3","","","Rute","","","Tutup","· Buka Sen pukul 08.00","","","","",""
"https://www.google.com/maps/place/Klinik+Psikologi+RSUD+Ade+Muhammad+Djoen+Sintang/data=!4m7!3m6!1s0x31fe216aa8ba8afb:0xddb3a81f69273e5d!8m2!3d0.0725464!4d111.523866!16s%2Fg%2F11sx6wyywz!19sChIJ-4q6qGoh_jERXT4naR-os90?authuser=0&hl=id&rclk=1","Klinik Psikologi RSUD Ade Muhammad Djoen Sintang","4,5","(2)","Psikolog","·","Jl. YC. Oevang Oeray","","","Rute","","","Tutup","· Buka Sen pukul 08.00","","","","",""
"https://www.google.com/maps/place/Psikologi+SIM+Arka+Trans+Psikologi+Penajam+Paser+Utara/data=!4m7!3m6!1s0x2df13f149ff9f0c1:0xd1fbbc2b05c74872!8m2!3d-1.3043014!4d116.733771!16s%2Fg%2F11lrzvbgxq!19sChIJwfD5nxQ_8S0RckjHBSu8-9E?authuser=0&hl=id&rclk=1","Psikologi SIM Arka Trans Psikologi Penajam Paser Utara","5,0","(6)","Psikolog","·","Jl. Penajam-Kuaro No.230","0812-1740-4037","","Rute","","","Tutup","· Buka Sen pukul 07.30","·","","","",""
"https://www.google.com/maps/place/Psikologi+SIM+Arka+Trans+Psikologi+Paser+Grogot/data=!4m7!3m6!1s0x2df047485dd9ea93:0xba582241b717611e!8m2!3d-1.9120688!4d116.1957489!16s%2Fg%2F11lr_k40lq!19sChIJk-rZXUhH8C0RHmEXt0EiWLo?authuser=0&hl=id&rclk=1","Psikologi SIM Arka Trans Psikologi Paser Grogot","5,0","(3)","Psikolog","·","35QW+57H, Jl. Jenderal Sudirman","0823-5384-4416","","Rute","","","Tutup","· Buka Sen pukul 07.30","·","","","",""
"https://www.google.com/maps/place/DSP+CONSULTING+%28+Pusat+Layanan+Psikologi,+Konseling,+Psikoterapi+dan+Pengembangan+SDM%29/data=!4m7!3m6!1s0x2e1d59c921c7278b:0x528d851a84a8cadd!8m2!3d-0.0449046!4d109.3169244!16s%2Fg%2F11sy6y4tf9!19sChIJiyfHIclZHS4R3cqohBqFjVI?authuser=0&hl=id&rclk=1","DSP CONSULTING ( Pusat Layanan Psikologi, Konseling, Psikoterapi dan Pengembangan SDM)","4,9","(28)","Psikolog","·","Alfamart, Jl. Dr. Sutomo Samping No.72 - 73","0821-5323-3131","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Tutup","· Buka Sen pukul 09.00","·","http://dreisonneperforma.com/","","Rute",""
"https://www.google.com/maps/place/Health+Service+%28Sunat+Tanpa+Jarum,+Rawat+Luka,+Suntik+Vitamin,+Pemasangan+Infus,+Hipnoterapi,+Sales+Produk+JKS88+dll%29/data=!4m7!3m6!1s0x2e08efb440652733:0x7f3895bef1d64455!8m2!3d-2.696098!4d111.6215021!16s%2Fg%2F11s7xby2j7!19sChIJMydlQLTvCC4RVUTW8b6VOH8?authuser=0&hl=id&rclk=1","Health Service (Sunat Tanpa Jarum, Rawat Luka, Suntik Vitamin, Pemasangan Infus, Hipnoterapi, Sales Produk JKS88 dll)","","","Pusat Kesehatan Masyarakat","·","Jl. Jenderal Sudirman","0852-4914-0079","","Rute","","","Buka 24 jam","","·","","","","Tidak ada ulasan"
"https://www.google.com/maps/place/Borneo+Psychology+Consulting/data=!4m7!3m6!1s0x31fd8f302f6d3269:0x29ccb24931b521e9!8m2!3d0.1317044!4d110.5570728!16s%2Fg%2F11fk3x1c03!19sChIJaTJtLzCP_TER6SG1MUmyzCk?authuser=0&hl=id&rclk=1","Borneo Psychology Consulting","4,9","(20)","Psikolog","·","4HJ4+MRP, Jl. Lintas Kalimantan Poros Tengah","0852-3196-2127","","Rute","","","","","·","","","",""
"https://www.google.com/maps/place/PMPK_Windarti+Aji/data=!4m7!3m6!1s0x2e08ef0014e10137:0x38a040554f9ade37!8m2!3d-2.7030201!4d111.6353662!16s%2Fg%2F11ynv5bvyk!19sChIJNwHhFADvCC4RN96aT1VAoDg?authuser=0&hl=id&rclk=1","PMPK_Windarti Aji","","","Psikolog","·","Jl. Cilik Riwut III Jl. Terong No.RT 19","","","Rute","","","","","","","","","Tidak ada ulasan"
"","","","","","","","","","","","","","","","","","",""